city_name,census_block,crime_counts
Austin,484530018232003,4
Austin,484530018232004,7
Austin,484530018232005,12
Austin,484530018232007,6
Austin,484530018232008,6
Austin,484530018232009,12
Austin,484530018232010,3
Austin,484530018232011,11
Austin,484530018232013,17
Austin,484530018232014,1
Austin,484530018232015,4
Austin,484530018233002,1
Austin,484530018233003,3
Austin,484530018233004,2
Austin,484530018233006,10
Austin,484530018233008,3
Austin,484530018241000,6
Austin,484530018241001,18
Austin,484530018241002,5
Austin,484530018241003,16
Austin,484530018241004,1
Austin,484530018241005,1
Austin,484530018241007,2
Austin,484530018241008,1
Austin,484530018241009,4
Austin,484530018241010,2
Austin,484530018241012,3
Austin,484530018241013,2
Austin,484530018241014,17
Austin,484530018241015,3
Austin,484530018241016,11
Austin,484530018242002,2
Austin,484530018242004,2
Austin,484530018242005,7
Austin,484530018242006,3
Austin,484530018242007,4
Austin,484530018242008,1
Austin,484530018242009,5
Austin,484530018242010,4
Austin,484530018242012,3
Austin,484530018242013,1
Austin,484530018242014,1
Austin,484530018242015,1
Austin,484530018261000,1
Austin,484530018261004,4
Austin,484530018261009,8
Austin,484530018261010,5
Austin,484530018261011,1
Austin,484530018261012,6
Austin,484530018261014,1
Austin,484530018261015,7
Austin,484530018261017,4
Austin,484530018261018,3
Austin,484530018261019,9
Austin,484530018261020,3
Austin,484530018262000,9
Austin,484530018262001,9
Austin,484530018262003,15
Austin,484530018262007,2
Austin,484530018262008,1
Austin,484530018262009,4
Austin,484530018262011,1
Austin,484530018262014,2
Austin,484530018262017,2
Austin,484530018262018,8
Austin,484530018262019,9
Austin,484530018262021,2
Austin,484530018262022,1
Austin,484530018262023,2
Austin,484530018262025,1
Austin,484530018262026,2
Austin,484530018281001,8
Austin,484530018281002,5
Austin,484530018281003,2
Austin,484530018281004,16
Austin,484530018281005,3
Austin,484530018281009,3
Austin,484530018281010,6
Austin,484530018281011,3
Austin,484530018281012,3
Austin,484530018281013,3
Austin,484530018281014,10
Austin,484530018281015,2
Austin,484530018281017,3
Austin,484530018281019,1
Austin,484530018281021,3
Austin,484530018281022,1
Austin,484530018281023,2
Austin,484530018282000,1
Austin,484530018282001,10
Austin,484530018282002,2
Austin,484530018282003,2
Austin,484530018282004,1
Austin,484530018282005,2
Austin,484530018282006,4
Austin,484530018282008,2
Austin,484530018282009,3
Austin,484530018282010,2
Austin,484530018282013,1
Austin,484530018282014,3
Austin,484530018282016,1
Austin,484530018283000,2
Austin,484530018283001,3
Austin,484530018283002,1
Austin,484530018283003,1
Austin,484530018283004,3
Austin,484530018283005,1
Austin,484530018283006,1
Austin,484530018283008,2
Austin,484530018283010,1
Austin,484530018283011,7
Austin,484530018283012,2
Austin,484530018283013,8
Austin,484530018283014,5
Austin,484530018283015,3
Austin,484530018283016,3
Austin,484530018283018,6
Austin,484530018283019,3
Austin,484530018283020,4
Austin,484530018283021,2
Austin,484530018291000,6
Austin,484530018291001,2
Austin,484530018291002,18
Austin,484530018291005,1
Austin,484530018291006,1
Austin,484530018291007,7
Austin,484530018291008,3
Austin,484530018291009,1
Austin,484530018291010,6
Austin,484530018291015,1
Austin,484530018292003,2
Austin,484530018292004,2
Austin,484530018292006,1
Austin,484530018292007,2
Austin,484530018292008,4
Austin,484530018292009,7
Austin,484530018292010,1
Austin,484530018292013,1
Austin,484530018292014,1
Austin,484530018292016,3
Austin,484530018321000,5
Austin,484530018321003,8
Austin,484530018321004,3
Austin,484530018321006,6
Austin,484530018321007,1
Austin,484530018321008,14
Austin,484530018321010,2
Austin,484530018321011,2
Austin,484530018321012,1
Austin,484530018321013,2
Austin,484530018321014,6
Austin,484530018322000,2
Austin,484530018322001,1
Austin,484530018322002,5
Austin,484530018322003,1
Austin,484530018322004,2
Austin,484530018322007,3
Austin,484530018322008,1
Austin,484530018322010,2
Austin,484530018322012,1
Austin,484530018322013,6
Austin,484530018322014,5
Austin,484530018322015,1
Austin,484530018322016,2
Austin,484530018322017,9
Austin,484530018322018,1
Austin,484530018322019,2
Austin,484530018322021,1
Austin,484530018322023,3
Austin,484530018322024,7
Austin,484530018331000,9
Austin,484530018331001,6
Austin,484530018331002,11
Austin,484530018331003,5
Austin,484530018331005,7
Austin,484530018331006,20
Austin,484530018331007,13
Austin,484530018331008,9
Austin,484530018331009,4
Austin,484530018331010,12
Austin,484530018332000,16
Austin,484530018332003,20
Austin,484530018332004,6
Austin,484530018332005,1
Austin,484530018332006,11
Austin,484530018332007,2
Austin,484530018332010,5
Austin,484530018332011,2
Austin,484530018332014,9
Austin,484530018332015,10
Austin,484530018332016,3
Austin,484530018332020,1
Austin,484530018332021,1
Austin,484530018332022,2
Austin,484530018333000,5
Austin,484530018333001,4
Austin,484530018333002,4
Austin,484530018333003,12
Austin,484530018333004,5
Austin,484530018333007,1
Austin,484530018333008,1
Austin,484530018333009,4
Austin,484530018333010,1
Austin,484530018333011,2
Austin,484530018333012,2
Austin,484530018333014,6
Austin,484530018333015,2
Austin,484530018333016,6
Austin,484530018333021,7
Austin,484530018333022,5
Austin,484530018333025,9
Austin,484530018333026,5
Austin,484530018333027,2
Austin,484530018333028,3
Austin,484530018333029,1
Austin,484530018333030,4
Austin,484530018333031,6
Austin,484530018333033,1
Austin,484530018333034,13
Austin,484530018334001,2
Austin,484530018334002,3
Austin,484530018334003,3
Austin,484530018334004,6
Austin,484530018334005,1
Austin,484530018334008,2
Austin,484530018341000,11
Austin,484530018341001,6
Austin,484530018341002,2
Austin,484530018341004,3
Austin,484530018341005,1
Austin,484530018341008,2
Austin,484530018341009,10
Austin,484530018341011,17
Austin,484530018341013,1
Austin,484530018341014,3
Austin,484530018341015,5
Austin,484530018341016,12
Austin,484530018341019,14
Austin,484530018341020,9
Austin,484530018341022,9
Austin,484530018341024,7
Austin,484530018341030,3
Austin,484530018342003,9
Austin,484530018342004,1
Austin,484530018342009,3
Austin,484530018342011,3
Austin,484530018342012,1
Austin,484530018342013,5
Austin,484530018342017,1
Austin,484530018342021,5
Austin,484530018342022,2
Austin,484530018342023,5
Austin,484530018342024,5
Austin,484530018342026,1
Austin,484530018342028,16
Austin,484530018342029,18
Austin,484530018342031,3
Austin,484530018342032,1
Austin,484530018342033,1
Austin,484530018342051,3
Austin,484530018342052,2
Austin,484530018342053,2
Austin,484530018342058,12
Austin,484530018342059,3
Austin,484530018342060,1
Austin,484530018342062,7
Austin,484530018342063,5
Austin,484530018342065,4
Austin,484530018342069,20
Austin,484530018342070,6
Austin,484530018342072,4
Austin,484530018342073,2
Austin,484530018342074,3
Austin,484530018342076,3
Austin,484530018342078,2
Austin,484530018342079,2
Austin,484530018342080,1
Austin,484530018342081,1
Austin,484530018342082,3
Austin,484530018342092,1
Austin,484530018342093,4
Austin,484530018351002,2
Austin,484530018351003,3
Austin,484530018351004,10
Austin,484530018351005,2
Austin,484530018351006,2
Austin,484530018351007,5
Austin,484530018351008,1
Austin,484530018351009,8
Austin,484530018351010,6
Austin,484530018351011,3
Austin,484530018352000,14
Austin,484530018352002,4
Austin,484530018352003,10
Austin,484530018352004,1
Austin,484530018352005,3
Austin,484530018352006,3
Austin,484530018352007,1
Austin,484530018352008,4
Austin,484530018352009,1
Austin,484530018352010,6
Austin,484530018352011,2
Austin,484530018353001,6
Austin,484530018353003,5
Austin,484530018353004,4
Austin,484530018353007,6
Austin,484530018353008,9
Austin,484530018353010,2
Austin,484530018353011,4
Austin,484530018353012,10
Austin,484530018391002,10
Austin,484530018391003,15
Austin,484530018391004,9
Austin,484530018391005,14
Austin,484530018391007,5
Austin,484530018391009,1
Austin,484530018391010,1
Austin,484530018391011,9
Austin,484530018391014,1
Austin,484530018391016,3
Austin,484530018391018,7
Austin,484530018391019,2
Austin,484530018391021,1
Austin,484530018391022,2
Austin,484530018391023,3
Austin,484530018391024,1
Austin,484530018391026,8
Austin,484530018391027,1
Austin,484530018391030,8
Austin,484530018391031,7
Austin,484530018391033,1
Austin,484530018391035,12
Austin,484530018391038,7
Austin,484530018391040,10
Austin,484530018391042,1
Austin,484530018391043,2
Austin,484530018391045,7
Austin,484530018391046,1
Austin,484530018391047,2
Austin,484530018392001,13
Austin,484530018392006,5
Austin,484530018392007,5
Austin,484530018392008,4
Austin,484530018392009,4
Austin,484530018392011,1
Austin,484530018392012,20
Austin,484530018392015,6
Austin,484530018392016,3
Austin,484530018392017,6
Austin,484530018392018,2
Austin,484530018392019,1
Austin,484530018392020,1
Austin,484530018392021,7
Austin,484530018392022,1
Austin,484530018392023,3
Austin,484530018392024,1
Austin,484530018392025,6
Austin,484530018392026,5
Austin,484530018392027,5
Austin,484530018401004,1
Austin,484530018401006,7
Austin,484530018401007,2
Austin,484530018401011,4
Austin,484530018401012,6
Austin,484530018401013,1
Austin,484530018402003,11
Austin,484530018402004,11
Austin,484530018402007,3
Austin,484530018403031,5
Austin,484530018403032,4
Austin,484530018403033,4
Austin,484530018403048,2
Austin,484530018412014,1
Austin,484530018421000,1
Austin,484530018421009,3
Austin,484530018421010,4
Austin,484530018421013,2
Austin,484530018421014,2
Austin,484530018421016,1
Austin,484530018421017,2
Austin,484530018421034,8
Austin,484530018421038,4
Austin,484530018421039,2
Austin,484530018421041,1
Austin,484530018421043,4
Austin,484530018421047,1
Austin,484530018421048,2
Austin,484530018421050,4
Austin,484530018421051,2
Austin,484530018421052,6
Austin,484530018421053,4
Austin,484530018421054,2
Austin,484530018421056,2
Austin,484530018421057,1
Austin,484530018421058,2
Austin,484530018421060,1
Austin,484530018421061,3
Austin,484530018421064,1
Austin,484530018421066,7
Austin,484530018421069,13
Austin,484530018421070,2
Austin,484530018421071,4
Austin,484530018421072,3
Austin,484530018421073,2
Austin,484530018421075,6
Austin,484530018421076,1
Austin,484530018421077,3
Austin,484530018421078,5
Austin,484530018421088,2
Austin,484530018431000,4
Austin,484530018431001,16
Austin,484530018431003,10
Austin,484530018431004,1
Austin,484530018431005,1
Austin,484530018431007,1
Austin,484530018431008,11
Austin,484530018431009,1
Austin,484530018431010,12
Austin,484530018431011,1
Austin,484530018431012,2
Austin,484530018431014,2
Austin,484530018431016,8
Austin,484530018431017,1
Austin,484530018432000,2
Austin,484530018432001,2
Austin,484530018432002,1
Austin,484530018432003,7
Austin,484530018432004,2
Austin,484530018432005,3
Austin,484530018432006,3
Austin,484530018432007,4
Austin,484530018432010,7
Austin,484530018432011,10
Austin,484530018432012,3
Austin,484530018432013,1
Austin,484530018432014,3
Austin,484530018441002,8
Austin,484530018441003,8
Austin,484530018441004,4
Austin,484530018441005,11
Austin,484530018441006,4
Austin,484530018441008,1
Austin,484530018442001,2
Austin,484530018442002,5
Austin,484530018442003,1
Austin,484530018442006,3
Austin,484530018442007,7
Austin,484530018442012,3
Austin,484530018443000,7
Austin,484530018443001,1
Austin,484530018443002,6
Austin,484530018443003,5
Austin,484530018443004,10
Austin,484530018443005,9
Austin,484530018451001,1
Austin,484530018451002,3
Austin,484530018451004,8
Austin,484530018451006,3
Austin,484530018451009,1
Austin,484530018451012,11
Austin,484530018451013,1
Austin,484530018451015,2
Austin,484530018451018,1
Austin,484530018452000,4
Austin,484530018452001,3
Austin,484530018452002,1
Austin,484530018452003,3
Austin,484530018452004,3
Austin,484530018452007,1
Austin,484530018452009,17
Austin,484530018452010,5
Austin,484530018452011,11
Austin,484530018452012,14
Austin,484530018452014,1
Austin,484530018452018,2
Austin,484530018452019,1
Austin,484530018452023,3
Austin,484530018452026,5
Austin,484530018452027,3
Austin,484530018461004,1
Austin,484530018461010,3
Austin,484530018461011,3
Austin,484530018461015,2
Austin,484530018461017,1
Austin,484530018461022,4
Austin,484530018461025,2
Austin,484530018461026,10
Austin,484530018462001,7
Austin,484530018462005,1
Austin,484530018462007,1
Austin,484530018462008,2
Austin,484530018462009,2
Austin,484530018462011,1
Austin,484530018462012,1
Austin,484530018462013,2
Austin,484530018462015,1
Austin,484530018462016,1
Austin,484530018462017,4
Austin,484530018462018,5
Austin,484530018462020,1
Austin,484530018462021,1
Austin,484530018471001,2
Austin,484530018471006,3
Austin,484530018471007,3
Austin,484530018471008,1
Austin,484530018471009,1
Austin,484530018471011,2
Austin,484530018471013,5
Austin,484530018471014,3
Austin,484530018471015,4
Austin,484530018471016,8
Austin,484530018471017,1
Austin,484530018471018,1
Austin,484530018471019,2
Austin,484530018471020,1
Austin,484530018471021,3
Austin,484530018471022,9
Austin,484530018471023,10
Austin,484530018471024,3
Austin,484530018471025,1
Austin,484530018472001,1
Austin,484530018472011,16
Austin,484530018472012,2
Austin,484530018472018,1
Austin,484530018472019,1
Austin,484530018472023,2
Austin,484530018472027,3
Austin,484530018472029,2
Austin,484530018472030,3
Austin,484530018472035,8
Austin,484530018472037,1
Austin,484530018472038,2
Austin,484530018472040,1
Austin,484530018472041,1
Austin,484530018472042,20
Austin,484530018472043,4
Austin,484530018472044,3
Austin,484530018472045,5
Austin,484530018472047,4
Austin,484530018472049,1
Austin,484530018472051,10
Austin,484530018472052,8
Austin,484530018472053,9
Austin,484530018472054,3
Austin,484530018472055,7
Austin,484530018481005,2
Austin,484530018481006,3
Austin,484530018481007,2
Austin,484530018481008,6
Austin,484530018481009,12
Austin,484530018481010,10
Austin,484530018481011,3
Austin,484530018481012,9
Austin,484530018481013,3
Austin,484530018481014,3
Austin,484530018481015,8
Austin,484530018481016,1
Austin,484530018481019,3
Austin,484530018482000,4
Austin,484530018482005,5
Austin,484530018482007,1
Austin,484530018482008,4
Austin,484530018482009,3
Austin,484530018482010,8
Austin,484530018482011,7
Austin,484530018482012,8
Austin,484530018482013,7
Austin,484530018482014,4
Austin,484530018482015,12
Austin,484530018483003,1
Austin,484530018483005,3
Austin,484530018483006,1
Austin,484530018483010,15
Austin,484530018483011,2
Austin,484530018483012,2
Austin,484530018483014,5
Austin,484530018483016,2
Austin,484530018491000,5
Austin,484530018491001,7
Austin,484530018491006,5
Austin,484530018491008,2
Austin,484530018491009,19
Austin,484530018491014,14
Austin,484530018491015,10
Austin,484530018491019,11
Austin,484530018491020,2
Austin,484530018491021,15
Austin,484530018491023,8
Austin,484530018491025,20
Austin,484530018491026,3
Austin,484530018491027,2
Austin,484530018491028,3
Austin,484530018491029,1
Austin,484530018491030,7
Austin,484530018491035,8
Austin,484530018491037,9
Austin,484530018491039,2
Austin,484530018492001,2
Austin,484530018492002,4
Austin,484530018492003,4
Austin,484530018492005,8
Austin,484530018492006,14
Austin,484530018492008,3
Austin,484530018494003,19
Austin,484530018494005,9
Austin,484530018494006,1
Austin,484530018501000,4
Austin,484530018501001,1
Austin,484530018501002,12
Austin,484530018501006,1
Austin,484530018501007,2
Austin,484530018501012,19
Austin,484530018501014,3
Austin,484530018502001,4
Austin,484530018502003,1
Austin,484530018502005,15
Austin,484530018502006,1
Austin,484530018502007,4
Austin,484530018502008,1
Austin,484530018502009,4
Austin,484530018502011,6
Austin,484530018502012,8
Austin,484530018502013,8
Austin,484530018502014,4
Austin,484530018502015,5
Austin,484530018502016,2
Austin,484530018513015,1
Austin,484530018513028,2
Austin,484530018561032,1
Austin,484530018561074,1
Austin,484530018561075,1
Austin,484530018562005,1
Austin,484530018562008,9
Austin,484530018562009,3
Austin,484530018562010,10
Austin,484530018562012,4
Austin,484530018562013,1
Austin,484530018562015,5
Austin,484530018562016,3
Austin,484530018562017,3
Austin,484530018562021,4
Austin,484530018562022,2
Austin,484530018562025,7
Austin,484530018562027,4
Austin,484530018562028,3
Austin,484530018562030,1
Austin,484530018562033,6
Austin,484530018562038,4
Austin,484530018562040,2
Austin,484530018562041,3
Austin,484530018562042,1
Austin,484530018562044,2
Austin,484530018562048,11
Austin,484530018562049,1
Austin,484530018562050,1
Austin,484530018562051,2
Austin,484530018562052,3
Austin,484530018562053,2
Austin,484530018562055,1
Austin,484530018562061,1
Austin,484530018562063,6
Austin,484530018562066,1
Austin,484530018562070,8
Austin,484530018562071,1
Austin,484530018562075,4
Austin,484530018562077,2
Austin,484530018571017,1
Austin,484530018571024,3
Austin,484530018571025,2
Austin,484530018571027,2
Austin,484530018632000,1
Austin,484530018632004,1
Austin,484530018641000,7
Austin,484530018641003,12
Austin,484530019011003,6
Austin,484530019011004,2
Austin,484530019011005,1
Austin,484530019011006,2
Austin,484530019011007,10
Austin,484530019011008,12
Austin,484530019011009,2
Austin,484530019011010,1
Austin,484530019011012,1
Austin,484530019011013,13
Austin,484530019011015,2
Austin,484530019012000,7
Austin,484530019012001,1
Austin,484530019012002,3
Austin,484530019012003,2
Austin,484530019012004,3
Austin,484530019012005,3
Austin,484530019012006,1
Austin,484530019012007,2
Austin,484530019012008,4
Austin,484530019012009,8
Austin,484530019012011,1
Austin,484530019012012,1
Austin,484530019012014,1
Austin,484530019012015,10
Austin,484530019012018,3
Austin,484530019012019,3
Austin,484530019012021,1
Austin,484530019012023,4
Austin,484530019013000,3
Austin,484530019013001,1
Austin,484530019013002,2
Austin,484530019013003,6
Austin,484530019013004,7
Austin,484530019013005,1
Austin,484530019013007,2
Austin,484530019013009,1
Austin,484530019013014,3
Austin,484530019013015,1
Austin,484530019013016,6
Austin,484530019013017,1
Austin,484530019081022,1
Austin,484530019081028,7
Austin,484530019082001,20
Austin,484530019082005,5
Austin,484530019082007,1
Austin,484530019082009,1
Austin,484530019082011,9
Austin,484530019082012,1
Austin,484530019082013,4
Austin,484530019082016,1
Austin,484530019082019,1
Austin,484530019082023,11
Austin,484530019082024,1
Austin,484530019082028,1
Austin,484530019082033,4
Austin,484530019082034,3
Austin,484530019082036,10
Austin,484530019101008,4
Austin,484530019101010,2
Austin,484530019101017,7
Austin,484530019101021,3
Austin,484530019101024,1
Austin,484530019101025,1
Austin,484530019101026,2
Austin,484530019101031,1
Austin,484530019101033,2
Austin,484530019101036,1
Austin,484530019101044,6
Austin,484530019101045,1
Austin,484530019102000,11
Austin,484530019102002,1
Austin,484530019102004,4
Austin,484530019102008,1
Austin,484530019102009,1
Austin,484530019102010,1
Austin,484530019102012,3
Austin,484530019102013,5
Austin,484530019102017,3
Austin,484530019102018,2
Austin,484530019103000,6
Austin,484530019103001,1
Austin,484530019103003,1
Austin,484530019103004,1
Austin,484530019103005,3
Austin,484530019103006,2
Austin,484530019103007,1
Austin,484530019103008,6
Austin,484530019103009,9
Austin,484530019103010,1
Austin,484530019103014,3
Austin,484530019103015,7
Austin,484530019103020,2
Austin,484530019103022,3
Austin,484530019104004,6
Austin,484530019104005,1
Austin,484530019104008,1
Austin,484530019104009,1
Austin,484530019111003,17
Austin,484530019111004,1
Austin,484530019111006,19
Austin,484530019111007,5
Austin,484530019111008,10
Austin,484530019111009,2
Austin,484530019111011,1
Austin,484530019111013,1
Austin,484530019111015,1
Austin,484530019111017,2
Austin,484530019111021,2
Austin,484530019112000,2
Austin,484530019112002,9
Austin,484530019112006,7
Austin,484530019121000,13
Austin,484530019121002,13
Austin,484530019121004,3
Austin,484530019121006,2
Austin,484530019121012,1
Austin,484530019121013,5
Austin,484530019121014,1
Austin,484530019121022,9
Austin,484530019121027,1
Austin,484530019121030,1
Austin,484530019122000,2
Austin,484530019122004,16
Austin,484530019122009,1
Austin,484530019122010,5
Austin,484530019122011,1
Austin,484530019122023,1
Austin,484530019131001,5
Austin,484530019131002,1
Austin,484530019131004,1
Austin,484530019131005,7
Austin,484530019131006,1
Austin,484530019131007,9
Austin,484530019131008,4
Austin,484530019131021,7
Austin,484530019131023,5
Austin,484530019131028,1
Austin,484530019132011,1
Austin,484530019132025,2
Austin,484530019132027,1
Austin,484530019132033,1
Austin,484530019132037,1
Austin,484530019132039,4
Austin,484530019141000,9
Austin,484530019141002,1
Austin,484530019141004,2
Austin,484530019141006,1
Austin,484530019141008,2
Austin,484530019141009,1
Austin,484530019141010,1
Austin,484530019141012,2
Austin,484530019141014,1
Austin,484530019141020,4
Austin,484530019141021,1
Austin,484530019141025,1
Austin,484530019141026,1
Austin,484530019142000,2
Austin,484530019142002,1
Austin,484530019142003,8
Austin,484530019142005,1
Austin,484530019142006,2
Austin,484530019142009,1
Austin,484530019142012,2
Austin,484530019143000,15
Austin,484530019143003,14
Austin,484530019143005,1
Austin,484530019143008,1
Austin,484530019143009,1
Austin,484530019143013,1
Austin,484530019143015,3
Austin,484530019143018,1
Austin,484530019143019,1
Austin,484530019143020,2
Austin,484530019143021,3
Austin,484530019143023,1
Austin,484530019143024,2
Austin,484530019143027,1
Austin,484530019143028,1
Austin,484530019143030,2
Austin,484530019151001,1
Austin,484530019151007,1
Austin,484530019151011,2
Austin,484530019151012,2
Austin,484530019151013,1
Austin,484530019151014,1
Austin,484530019151016,20
Austin,484530019151019,1
Austin,484530019151021,2
Austin,484530019151023,3
Austin,484530019151024,8
Austin,484530019151025,1
Austin,484530019151027,1
Austin,484530019151028,13
Austin,484530019151030,1
Austin,484530019151031,2
Austin,484530019151032,1
Austin,484530019151033,5
Austin,484530019151034,1
Austin,484530019151035,2
Austin,484530019151036,1
Austin,484530019151041,2
Austin,484530019151042,3
Austin,484530019151045,1
Austin,484530019151046,1
Austin,484530019151049,1
Austin,484530019151051,2
Austin,484530019151052,8
Austin,484530019151059,2
Austin,484530019151062,1
Austin,484530019151064,4
Austin,484530019171001,4
Austin,484530019174001,3
Austin,484530019174002,1
Austin,484530019174003,1
Austin,484530019174004,2
Austin,484530019174005,2
Austin,484530019174009,3
Austin,484530019174010,2
Austin,484530019174011,5
Austin,484530019174012,4
Austin,484530019174013,1
Austin,484530019174014,2
Austin,484530019174015,1
Austin,484530019174016,1
Austin,484530019182007,2
Austin,484530019182019,1
Austin,484530019193007,2
Austin,484530019193012,2
Austin,484530019193018,3
Austin,484530019193019,14
Austin,484530020021000,7
Austin,484530020021002,8
Austin,484530020021004,2
Austin,484530020021005,19
Austin,484530020021006,10
Austin,484530020021007,1
Austin,484530020021008,2
Austin,484530020021009,1
Austin,484530020021010,2
Austin,484530020021011,1
Austin,484530020021012,4
Austin,484530020021014,3
Austin,484530020021015,1
Austin,484530020021016,1
Austin,484530020021017,12
Austin,484530020021018,3
Austin,484530020021019,1
Austin,484530020021020,1
Austin,484530020021021,4
Austin,484530020021023,9
Austin,484530020021024,3
Austin,484530020021025,5
Austin,484530020021026,2
Austin,484530020021027,1
Austin,484530020022000,3
Austin,484530020022001,3
Austin,484530020022002,3
Austin,484530020022003,3
Austin,484530020022004,5
Austin,484530020022005,19
Austin,484530020022006,6
Austin,484530020022007,5
Austin,484530020022008,4
Austin,484530020022010,6
Austin,484530020031003,3
Austin,484530020031004,3
Austin,484530020031006,2
Austin,484530020031007,6
Austin,484530020031008,11
Austin,484530020031009,2
Austin,484530020031010,5
Austin,484530020031011,5
Austin,484530020031012,2
Austin,484530020031013,10
Austin,484530020031014,4
Austin,484530020031015,1
Austin,484530020031016,1
Austin,484530020031017,2
Austin,484530020031018,1
Austin,484530020031019,1
Austin,484530020031021,18
Austin,484530020031022,2
Austin,484530020031023,7
Austin,484530020031024,3
Austin,484530020031025,4
Austin,484530020031026,2
Austin,484530020032001,4
Austin,484530020032002,6
Austin,484530020032003,2
Austin,484530020032006,1
Austin,484530020032007,6
Austin,484530020032008,1
Austin,484530020041000,6
Austin,484530020041003,9
Austin,484530020041005,1
Austin,484530020041007,1
Austin,484530020041008,7
Austin,484530020041009,9
Austin,484530020042001,8
Austin,484530020042002,4
Austin,484530020051001,3
Austin,484530020051002,1
Austin,484530020051003,8
Austin,484530020051005,2
Austin,484530020051006,12
Austin,484530020051007,6
Austin,484530020051008,6
Austin,484530020051009,1
Austin,484530020051011,2
Austin,484530020052000,8
Austin,484530020052002,15
Austin,484530020052003,6
Austin,484530020052005,2
Austin,484530020052006,4
Austin,484530020052007,10
Austin,484530020052008,1
Austin,484530020052009,3
Austin,484530020052010,4
Austin,484530020052011,1
Austin,484530020052012,4
Austin,484530020052013,3
Austin,484530020053000,3
Austin,484530020053001,4
Austin,484530020053002,3
Austin,484530020053003,3
Austin,484530020053006,1
Austin,484530020053007,11
Austin,484530021041000,1
Austin,484530021041002,4
Austin,484530021041004,13
Austin,484530021041006,9
Austin,484530021041007,5
Austin,484530021041008,14
Austin,484530021041009,2
Austin,484530021041010,2
Austin,484530021041011,17
Austin,484530021041013,2
Austin,484530021041014,6
Austin,484530021041015,4
Austin,484530021041016,1
Austin,484530021041017,18
Austin,484530021041018,4
Austin,484530021041019,3
Austin,484530021042000,3
Austin,484530021042001,5
Austin,484530021042002,2
Austin,484530021042004,2
Austin,484530021042005,2
Austin,484530021042006,16
Austin,484530021042007,3
Austin,484530021042011,3
Austin,484530021042012,1
Austin,484530021042013,1
Austin,484530021042014,3
Austin,484530021042015,6
Austin,484530021042016,1
Austin,484530021042017,5
Austin,484530021042018,6
Austin,484530021051001,5
Austin,484530021051003,7
Austin,484530021051005,4
Austin,484530021052001,6
Austin,484530021052006,19
Austin,484530021052007,9
Austin,484530021052008,11
Austin,484530021052009,10
Austin,484530021052011,17
Austin,484530021052012,12
Austin,484530021052020,1
Austin,484530021053002,6
Austin,484530021053008,6
Austin,484530021053010,3
Austin,484530021053012,3
Austin,484530021053013,2
Austin,484530021053016,1
Austin,484530021053017,1
Austin,484530021053018,1
Austin,484530021053019,8
Austin,484530021053020,3
Austin,484530021053021,9
Austin,484530021053022,7
Austin,484530021061000,3
Austin,484530021061001,1
Austin,484530021061002,11
Austin,484530021061003,3
Austin,484530021061004,4
Austin,484530021061005,3
Austin,484530021061007,4
Austin,484530021062000,12
Austin,484530021062001,7
Austin,484530021062002,7
Austin,484530021062003,2
Austin,484530021062005,5
Austin,484530021062006,1
Austin,484530021062007,1
Austin,484530021062008,5
Austin,484530021062009,2
Austin,484530021062010,9
Austin,484530021062011,4
Austin,484530021062012,6
Austin,484530021063000,20
Austin,484530021063001,3
Austin,484530021063004,3
Austin,484530021063005,2
Austin,484530021063008,3
Austin,484530021063009,4
Austin,484530021063011,2
Austin,484530021063012,5
Austin,484530021071001,1
Austin,484530021071002,1
Austin,484530021071003,2
Austin,484530021071004,3
Austin,484530021071005,3
Austin,484530021071006,10
Austin,484530021071007,4
Austin,484530021072000,1
Austin,484530021072001,3
Austin,484530021072002,1
Austin,484530021072003,12
Austin,484530021072004,1
Austin,484530021072005,12
Austin,484530021072007,6
Austin,484530021072009,7
Austin,484530021072010,2
Austin,484530021073002,3
Austin,484530021073003,5
Austin,484530021073004,13
Austin,484530021073005,4
Austin,484530021073006,4
Austin,484530021073007,1
Austin,484530021073008,8
Austin,484530021073009,1
Austin,484530021073010,5
Austin,484530021073011,2
Austin,484530021073012,3
Austin,484530021073013,3
Austin,484530021073014,2
Austin,484530021074000,18
Austin,484530021074001,12
Austin,484530021074002,4
Austin,484530021074003,15
Austin,484530021074005,8
Austin,484530021074006,7
Austin,484530021074007,5
Austin,484530021081001,1
Austin,484530021081002,3
Austin,484530021081005,1
Austin,484530021081007,9
Austin,484530021081008,5
Austin,484530021081009,2
Austin,484530021081010,5
Austin,484530021081011,3
Austin,484530021081012,5
Austin,484530021081013,2
Austin,484530021081014,3
Austin,484530021081015,2
Austin,484530021081017,2
Austin,484530021082000,6
Austin,484530021082003,2
Austin,484530021082004,9
Austin,484530021082006,5
Austin,484530021082007,6
Austin,484530021082008,7
Austin,484530021091000,1
Austin,484530021091002,16
Austin,484530021091003,8
Austin,484530021091005,7
Austin,484530021091006,3
Austin,484530021091009,6
Austin,484530021091011,1
Austin,484530021091013,4
Austin,484530021091014,3
Austin,484530021091015,8
Austin,484530021091016,4
Austin,484530021091017,2
Austin,484530021091018,2
Austin,484530021091019,1
Austin,484530021091020,1
Austin,484530021092000,10
Austin,484530021092001,8
Austin,484530021092002,5
Austin,484530021092003,7
Austin,484530021092004,1
Austin,484530021092005,8
Austin,484530021092006,3
Austin,484530021092007,5
Austin,484530021092008,4
Austin,484530021092009,8
Austin,484530021092010,2
Austin,484530021092011,8
