type,date,day,time,operation,operation2,latitude,longitude,gender,age,ethnic,officer_ethnic,legislation,objectofsearch,outcome,outcome_link,clothing_rm
Person search,2018-12-02T01:30:00Z,2018-12-02,01:30:00,TRUE,NA,53.47851,-2.248907,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T02:46:00Z,2018-12-02,02:46:00,FALSE,NA,53.469958,-2.237875,Male,NA,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-02T02:46:00Z,2018-12-02,02:46:00,FALSE,NA,53.469958,-2.237875,NA,NA,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-02T03:40:00Z,2018-12-02,03:40:00,FALSE,NA,53.424707,-2.319606,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-04T04:00:00Z,2018-12-04,04:00:00,FALSE,NA,53.535827,-2.067419,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,TRUE,FALSE
Person search,2018-12-14T00:01:00Z,2018-12-14,00:01:00,FALSE,NA,53.477841,-2.237557,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-14T00:01:00Z,2018-12-14,00:01:00,FALSE,NA,53.477841,-2.237557,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-21T07:45:00Z,2018-12-21,07:45:00,FALSE,NA,53.590663,-2.286761,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-23T14:35:00Z,2018-12-23,14:35:00,TRUE,NA,53.479434,-2.241182,Male,over 34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-24T21:45:00Z,2018-12-24,21:45:00,TRUE,NA,53.358459,-2.196069,Male,NA,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T13:50:00Z,2018-12-02,13:50:00,FALSE,NA,53.526837,-2.14844,Male,10-17,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T13:50:00Z,2018-12-02,13:50:00,FALSE,NA,53.526837,-2.14844,NA,NA,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T18:05:00Z,2018-12-02,18:05:00,FALSE,NA,53.545579,-2.140039,NA,NA,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T18:05:00Z,2018-12-02,18:05:00,FALSE,NA,53.545579,-2.140039,NA,NA,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T18:05:00Z,2018-12-02,18:05:00,FALSE,NA,53.545579,-2.140039,NA,NA,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T18:05:00Z,2018-12-02,18:05:00,FALSE,NA,53.545579,-2.140039,NA,NA,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-14T14:15:00Z,2018-12-14,14:15:00,FALSE,NA,53.459875,-2.114786,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person and Vehicle search,2018-12-14T14:15:00Z,2018-12-14,14:15:00,FALSE,NA,53.459875,-2.114786,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-19T00:01:00Z,2018-12-19,00:01:00,FALSE,NA,53.529781,-2.137181,Male,25-34,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,TRUE,FALSE
Person search,2018-12-27T03:51:00Z,2018-12-27,03:51:00,FALSE,NA,53.475029,-2.250318,Male,18-24,Asian/Asian British - Bangladeshi,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-27T10:20:00Z,2018-12-27,10:20:00,FALSE,NA,53.553858,-2.123342,NA,NA,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person search,2018-12-09T16:40:00Z,2018-12-09,16:40:00,FALSE,NA,53.452053,-2.208712,Male,over 34,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-10T22:30:00Z,2018-12-10,22:30:00,FALSE,NA,53.491475,-2.238176,NA,NA,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-11T20:50:00Z,2018-12-11,20:50:00,FALSE,NA,53.455941,-2.210945,Male,25-34,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person search,2018-12-14T21:32:00Z,2018-12-14,21:32:00,FALSE,NA,53.46337,-2.232596,Male,25-34,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-29T23:20:00Z,2018-12-29,23:20:00,FALSE,NA,53.4585,-2.227238,Male,18-24,Asian/Asian British - Indian,Asian,Firearms Act 1968 (section 47),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-04T10:30:00Z,2018-12-04,10:30:00,FALSE,NA,53.536752,-2.124575,Male,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,TRUE
Person search,2018-12-05T11:50:00Z,2018-12-05,11:50:00,TRUE,NA,53.479028,-2.246198,Male,over 34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,TRUE
Person search,2018-12-05T12:00:00Z,2018-12-05,12:00:00,TRUE,NA,53.478955,-2.246815,Male,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-05T17:54:00Z,2018-12-05,17:54:00,FALSE,NA,53.536539,-2.103119,NA,NA,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-07T22:40:00Z,2018-12-07,22:40:00,FALSE,NA,53.449791,-2.217344,Male,NA,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Khat or Cannabis warning,FALSE,FALSE
Person search,2018-12-08T23:24:00Z,2018-12-08,23:24:00,FALSE,NA,53.605916,-2.169362,Female,NA,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-08T23:24:00Z,2018-12-08,23:24:00,FALSE,NA,53.605916,-2.169362,Female,NA,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-09T01:15:00Z,2018-12-09,01:15:00,TRUE,NA,53.487019,-2.254608,Female,over 34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person and Vehicle search,2018-12-09T02:40:00Z,2018-12-09,02:40:00,TRUE,NA,53.461227,-2.21064,Male,NA,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person and Vehicle search,2018-12-09T02:40:00Z,2018-12-09,02:40:00,TRUE,NA,53.461227,-2.21064,Male,NA,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person and Vehicle search,2018-12-10T23:45:00Z,2018-12-10,23:45:00,FALSE,NA,53.471412,-2.220091,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-11T22:00:00Z,2018-12-11,22:00:00,FALSE,NA,53.462338,-2.232169,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person and Vehicle search,2018-12-11T23:08:00Z,2018-12-11,23:08:00,FALSE,NA,53.459763,-2.209819,Male,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person and Vehicle search,2018-12-14T20:24:00Z,2018-12-14,20:24:00,FALSE,NA,53.536568,-2.099785,Male,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-17T17:30:00Z,2018-12-17,17:30:00,FALSE,NA,53.520369,-2.20116,NA,NA,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-17T20:32:00Z,2018-12-17,20:32:00,FALSE,NA,53.604311,-2.166136,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person and Vehicle search,2018-12-17T20:32:00Z,2018-12-17,20:32:00,FALSE,NA,53.604311,-2.166136,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-18T16:24:00Z,2018-12-18,16:24:00,FALSE,NA,53.620394,-2.163947,Male,NA,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-19T09:21:00Z,2018-12-19,09:21:00,FALSE,NA,53.479937,-2.24105,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-19T18:23:00Z,2018-12-19,18:23:00,FALSE,NA,53.543876,-2.127765,Male,NA,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-20T20:22:00Z,2018-12-20,20:22:00,FALSE,NA,53.400226,-2.161805,Male,18-24,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-22T17:40:00Z,2018-12-22,17:40:00,FALSE,NA,53.4585,-2.227238,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-22T22:00:00Z,2018-12-22,22:00:00,FALSE,NA,53.457828,-2.225879,Male,18-24,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Community resolution,FALSE,FALSE
Person and Vehicle search,2018-12-22T22:00:00Z,2018-12-22,22:00:00,FALSE,NA,53.457828,-2.225879,Male,18-24,Asian/Asian British - Pakistani,Black,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Community resolution,FALSE,FALSE
Person and Vehicle search,2018-12-22T22:00:00Z,2018-12-22,22:00:00,FALSE,NA,53.457828,-2.225879,Male,10-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Community resolution,FALSE,FALSE
Person search,2018-12-24T17:26:00Z,2018-12-24,17:26:00,FALSE,NA,53.458852,-2.261699,NA,NA,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-27T21:59:00Z,2018-12-27,21:59:00,FALSE,NA,53.556495,-2.320146,Male,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-29T23:18:00Z,2018-12-29,23:18:00,FALSE,NA,53.457828,-2.225879,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-29T23:20:00Z,2018-12-29,23:20:00,FALSE,NA,53.457085,-2.224761,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-30T03:28:00Z,2018-12-30,03:28:00,FALSE,NA,53.467841,-2.248874,Male,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-31T02:20:00Z,2018-12-31,02:20:00,FALSE,NA,53.618963,-2.1654080000000002,Male,NA,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,FALSE,FALSE
Person search,2018-12-31T16:50:00Z,2018-12-31,16:50:00,TRUE,NA,53.479107,-2.242853,Male,NA,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person search,2018-12-01T01:18:00Z,2018-12-01,01:18:00,FALSE,NA,53.540885,-2.117389,Male,NA,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-02T00:15:00Z,2018-12-02,00:15:00,FALSE,NA,53.478071,-2.239231,Male,NA,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-02T17:16:00Z,2018-12-02,17:16:00,FALSE,NA,53.459606,-2.217289,NA,NA,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-03T18:40:00Z,2018-12-03,18:40:00,TRUE,NA,53.510905,-2.206348,Male,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,FALSE,FALSE
Person search,2018-12-04T03:34:00Z,2018-12-04,03:34:00,FALSE,NA,53.477264,-2.238398,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Khat or Cannabis warning,FALSE,FALSE
Person search,2018-12-06T01:25:00Z,2018-12-06,01:25:00,FALSE,NA,53.492302,-2.09745,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-12-07T19:35:00Z,2018-12-07,19:35:00,TRUE,NA,53.482225,-2.238637,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-09T20:50:00Z,2018-12-09,20:50:00,TRUE,NA,53.480277,-2.237782,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-09T20:50:00Z,2018-12-09,20:50:00,TRUE,NA,53.480277,-2.237782,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-11T02:45:00Z,2018-12-11,02:45:00,FALSE,NA,53.454707,-2.222369,NA,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-12-13T00:25:00Z,2018-12-13,00:25:00,FALSE,NA,53.48125,-2.236341,Male,25-34,Black/African/Caribbean/Black British - African,Other,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,NA,FALSE
Person search,2018-12-14T01:20:00Z,2018-12-14,01:20:00,FALSE,NA,53.482225,-2.238637,Male,over 34,Black/African/Caribbean/Black British - African,Black,Firearms Act 1968 (section 47),Firearms,A no further action disposal,NA,FALSE
Person search,2018-12-15T01:57:00Z,2018-12-15,01:57:00,FALSE,NA,53.47851,-2.248907,NA,25-34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-15T20:56:00Z,2018-12-15,20:56:00,TRUE,NA,53.482225,-2.238637,Male,NA,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-15T22:22:00Z,2018-12-15,22:22:00,FALSE,NA,53.462676,-2.242819,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,TRUE,FALSE
Person search,2018-12-15T23:06:00Z,2018-12-15,23:06:00,TRUE,NA,53.480277,-2.237782,Male,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-18T16:04:00Z,2018-12-18,16:04:00,FALSE,NA,53.618528,-2.161672,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-19T02:20:00Z,2018-12-19,02:20:00,FALSE,NA,53.461166,-2.209329,NA,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-19T02:22:00Z,2018-12-19,02:22:00,FALSE,NA,53.461166,-2.209329,NA,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-19T15:55:00Z,2018-12-19,15:55:00,FALSE,NA,53.617572,-2.163649,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-19T21:10:00Z,2018-12-19,21:10:00,FALSE,NA,53.469183,-2.247391,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2018-12-19T22:14:00Z,2018-12-19,22:14:00,FALSE,NA,53.380144,-2.267499,NA,NA,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,FALSE,FALSE
Person and Vehicle search,2018-12-24T17:27:00Z,2018-12-24,17:27:00,FALSE,NA,53.458852,-2.261699,NA,25-34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-24T17:27:00Z,2018-12-24,17:27:00,FALSE,NA,53.458852,-2.261699,NA,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-26T13:35:00Z,2018-12-26,13:35:00,TRUE,NA,53.482225,-2.238637,Male,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-26T14:14:00Z,2018-12-26,14:14:00,TRUE,NA,53.482225,-2.238637,Male,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,TRUE,FALSE
Person and Vehicle search,2018-12-27T02:05:00Z,2018-12-27,02:05:00,TRUE,NA,53.485169,-2.240748,Male,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-27T18:20:00Z,2018-12-27,18:20:00,FALSE,NA,53.548199,-2.426379,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-27T22:46:00Z,2018-12-27,22:46:00,FALSE,NA,53.443893,-2.250225,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-28T18:35:00Z,2018-12-28,18:35:00,TRUE,NA,53.482225,-2.238637,NA,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-28T19:00:00Z,2018-12-28,19:00:00,FALSE,NA,53.479361,-2.180865,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-28T22:40:00Z,2018-12-28,22:40:00,FALSE,NA,53.469079,-2.241033,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,TRUE,FALSE
Person search,2018-12-28T22:40:00Z,2018-12-28,22:40:00,FALSE,NA,53.469346,-2.242601,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-28T22:40:00Z,2018-12-28,22:40:00,FALSE,NA,53.469079,-2.241033,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,TRUE,FALSE
Person search,2018-12-29T01:25:00Z,2018-12-29,01:25:00,FALSE,NA,53.480612,-2.249748,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-29T10:15:00Z,2018-12-29,10:15:00,FALSE,NA,53.45503,-2.232219,Male,18-24,Black/African/Caribbean/Black British - African,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-29T10:15:00Z,2018-12-29,10:15:00,FALSE,NA,53.45503,-2.232219,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-29T21:15:00Z,2018-12-29,21:15:00,TRUE,NA,53.480729,-2.240768,NA,NA,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T03:35:00Z,2018-12-02,03:35:00,TRUE,NA,53.485065,-2.243249,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T03:40:00Z,2018-12-02,03:40:00,TRUE,NA,53.485065,-2.243249,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-12-02T03:40:00Z,2018-12-02,03:40:00,TRUE,NA,53.485065,-2.243249,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-12-02T17:05:00Z,2018-12-02,17:05:00,FALSE,NA,53.459606,-2.217289,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-02T17:05:00Z,2018-12-02,17:05:00,FALSE,NA,53.459606,-2.217289,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,TRUE,FALSE
Person search,2018-12-04T04:28:00Z,2018-12-04,04:28:00,FALSE,NA,53.47733,-2.236952,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,FALSE,FALSE
Person search,2018-12-11T01:05:00Z,2018-12-11,01:05:00,FALSE,NA,53.45649,-2.205782,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-12-14T01:15:00Z,2018-12-14,01:15:00,FALSE,NA,53.48125,-2.236341,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Firearms Act 1968 (section 47),Firearms,A no further action disposal,NA,FALSE
Person search,2018-12-14T01:20:00Z,2018-12-14,01:20:00,FALSE,NA,53.507509,-2.252288,Female,NA,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-16T15:28:00Z,2018-12-16,15:28:00,FALSE,NA,53.506216,-2.24729,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-18T15:55:00Z,2018-12-18,15:55:00,FALSE,NA,53.618528,-2.161672,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,TRUE,FALSE
Person search,2018-12-21T19:45:00Z,2018-12-21,19:45:00,FALSE,NA,53.472219,-2.235356,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-23T03:06:00Z,2018-12-23,03:06:00,FALSE,NA,53.482125,-2.234929,Male,NA,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-23T18:27:00Z,2018-12-23,18:27:00,TRUE,NA,53.481371,-2.234066,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
