type,date,day,time,operation,operation2,latitude,longitude,gender,age,ethnic,officer_ethnic,legislation,objectofsearch,outcome,outcome_link,clothing_rm
Person search,2018-12-19T23:39:00Z,2018-12-19,23:39:00,TRUE,NA,53.576795,-2.095454,Female,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-19T23:40:00Z,2018-12-19,23:40:00,TRUE,NA,53.576795,-2.095454,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-20T01:20:00Z,2018-12-20,01:20:00,FALSE,NA,53.571406,-2.424212,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-20T03:30:00Z,2018-12-20,03:30:00,FALSE,NA,53.530704,-2.191237,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-20T03:30:00Z,2018-12-20,03:30:00,FALSE,NA,53.530704,-2.191237,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-20T03:30:00Z,2018-12-20,03:30:00,FALSE,NA,53.530704,-2.191237,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-20T03:30:00Z,2018-12-20,03:30:00,FALSE,NA,53.530704,-2.191237,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-20T11:25:00Z,2018-12-20,11:25:00,FALSE,NA,53.591335,-2.298881,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-20T11:25:00Z,2018-12-20,11:25:00,FALSE,NA,53.591335,-2.298881,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-20T20:09:00Z,2018-12-20,20:09:00,FALSE,NA,53.481173,-2.30231,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-20T21:19:00Z,2018-12-20,21:19:00,FALSE,NA,53.399631,-2.294347,Male,under 10,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-20T21:20:00Z,2018-12-20,21:20:00,TRUE,NA,53.482627,-2.240176,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-20T22:57:00Z,2018-12-20,22:57:00,FALSE,NA,53.536302,-2.579284,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-20T23:05:00Z,2018-12-20,23:05:00,FALSE,NA,53.496327,-2.519407,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-21T02:05:00Z,2018-12-21,02:05:00,FALSE,NA,53.648259,-2.134223,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-21T15:42:00Z,2018-12-21,15:42:00,FALSE,NA,53.4113,-2.161756,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,TRUE,FALSE
Person search,2018-12-21T22:53:00Z,2018-12-21,22:53:00,FALSE,NA,53.620789,-2.170555,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-22T02:58:00Z,2018-12-22,02:58:00,FALSE,NA,NA,NA,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-22T05:45:00Z,2018-12-22,05:45:00,FALSE,NA,53.478154,-2.238342,Female,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-22T06:45:00Z,2018-12-22,06:45:00,FALSE,NA,53.453797,-2.11626,Female,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-22T06:45:00Z,2018-12-22,06:45:00,FALSE,NA,53.453797,-2.11626,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-22T07:40:00Z,2018-12-22,07:40:00,FALSE,NA,NA,NA,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,FALSE,FALSE
Person search,2018-12-22T14:12:00Z,2018-12-22,14:12:00,FALSE,NA,53.498111,-2.241605,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-22T19:05:00Z,2018-12-22,19:05:00,FALSE,NA,53.559016,-2.482072,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-22T20:10:00Z,2018-12-22,20:10:00,FALSE,NA,53.459943,-2.1825,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-22T20:11:00Z,2018-12-22,20:11:00,FALSE,NA,53.459943,-2.1825,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-22T20:11:00Z,2018-12-22,20:11:00,FALSE,NA,53.459943,-2.1825,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-22T22:31:00Z,2018-12-22,22:31:00,FALSE,NA,53.520613,-2.039161,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-22T23:20:00Z,2018-12-22,23:20:00,TRUE,NA,53.485169,-2.240748,NA,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-22T23:45:00Z,2018-12-22,23:45:00,FALSE,NA,53.53706,-2.582372,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-23T00:05:00Z,2018-12-23,00:05:00,TRUE,NA,53.47821,-2.250442,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-23T00:06:00Z,2018-12-23,00:06:00,TRUE,NA,53.477502,-2.249579,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-23T02:00:00Z,2018-12-23,02:00:00,FALSE,NA,53.612999,-2.335312,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-23T02:00:00Z,2018-12-23,02:00:00,FALSE,NA,53.612999,-2.335312,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-23T02:00:00Z,2018-12-23,02:00:00,FALSE,NA,53.612999,-2.335312,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-23T07:10:00Z,2018-12-23,07:10:00,FALSE,NA,53.491637,-2.251486,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-23T07:10:00Z,2018-12-23,07:10:00,FALSE,NA,53.491637,-2.251486,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-23T07:10:00Z,2018-12-23,07:10:00,FALSE,NA,53.491637,-2.251486,NA,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-23T08:46:00Z,2018-12-23,08:46:00,FALSE,NA,53.412931,-2.295838,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-23T14:00:00Z,2018-12-23,14:00:00,TRUE,NA,53.48314,-2.244338,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-24T02:41:00Z,2018-12-24,02:41:00,FALSE,NA,53.613397,-2.167215,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,NA,FALSE
Person search,2018-12-24T02:45:00Z,2018-12-24,02:45:00,FALSE,NA,53.617362,-2.166036,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-24T02:48:00Z,2018-12-24,02:48:00,FALSE,NA,53.614738,-2.165482,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-24T02:49:00Z,2018-12-24,02:49:00,FALSE,NA,53.616604,-2.16821,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-24T14:30:00Z,2018-12-24,14:30:00,FALSE,NA,53.467652,-2.352497,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-24T17:31:00Z,2018-12-24,17:31:00,FALSE,NA,53.409561,-2.15823,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-24T21:45:00Z,2018-12-24,21:45:00,TRUE,NA,53.35986,-2.196406,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-24T22:42:00Z,2018-12-24,22:42:00,FALSE,NA,53.47371,-2.587817,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-25T01:50:00Z,2018-12-25,01:50:00,FALSE,NA,53.513975,-2.026095,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-25T01:56:00Z,2018-12-25,01:56:00,FALSE,NA,53.513975,-2.026095,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person search,2018-12-25T22:50:00Z,2018-12-25,22:50:00,FALSE,NA,53.517406,-2.22971,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person search,2018-12-26T09:25:00Z,2018-12-26,09:25:00,FALSE,NA,53.468375,-2.354175,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-26T09:25:00Z,2018-12-26,09:25:00,FALSE,NA,53.468375,-2.354175,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-26T13:41:00Z,2018-12-26,13:41:00,TRUE,NA,53.482225,-2.238637,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-26T17:30:00Z,2018-12-26,17:30:00,FALSE,NA,53.546893,-2.625187,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-26T20:00:00Z,2018-12-26,20:00:00,FALSE,NA,53.376162,-2.341444,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-26T20:00:00Z,2018-12-26,20:00:00,FALSE,NA,53.376162,-2.341444,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-26T20:19:00Z,2018-12-26,20:19:00,FALSE,NA,53.377105,-2.348035,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-27T05:35:00Z,2018-12-27,05:35:00,FALSE,NA,53.641164,-2.100652,NA,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-27T05:35:00Z,2018-12-27,05:35:00,FALSE,NA,53.641164,-2.100652,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-27T14:50:00Z,2018-12-27,14:50:00,FALSE,NA,53.581697,-2.434389,NA,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-27T14:50:00Z,2018-12-27,14:50:00,FALSE,NA,53.581697,-2.434389,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-27T14:50:00Z,2018-12-27,14:50:00,FALSE,NA,53.581697,-2.434389,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-27T14:50:00Z,2018-12-27,14:50:00,FALSE,NA,53.581697,-2.434389,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-27T14:50:00Z,2018-12-27,14:50:00,FALSE,NA,53.581697,-2.434389,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-27T18:23:00Z,2018-12-27,18:23:00,FALSE,NA,53.548199,-2.426379,Female,under 10,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-27T19:00:00Z,2018-12-27,19:00:00,TRUE,NA,53.480729,-2.240768,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-27T22:16:00Z,2018-12-27,22:16:00,FALSE,NA,53.410334,-2.183145,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-27T22:56:00Z,2018-12-27,22:56:00,FALSE,NA,53.443893,-2.250225,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-28T01:05:00Z,2018-12-28,01:05:00,FALSE,NA,53.511392,-2.386532,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-28T01:30:00Z,2018-12-28,01:30:00,FALSE,NA,53.498815,-2.184265,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-28T02:45:00Z,2018-12-28,02:45:00,FALSE,NA,53.557421,-2.136697,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,FALSE,FALSE
Person search,2018-12-28T16:16:00Z,2018-12-28,16:16:00,FALSE,NA,52.269989,-0.010972,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person search,2018-12-28T16:16:00Z,2018-12-28,16:16:00,FALSE,NA,52.269989,-0.010972,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person search,2018-12-28T17:13:00Z,2018-12-28,17:13:00,FALSE,NA,53.390865,-2.22996,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-28T17:40:00Z,2018-12-28,17:40:00,FALSE,NA,53.475431,-2.219283,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-28T23:00:00Z,2018-12-28,23:00:00,FALSE,NA,53.597055,-2.432719,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,FALSE,FALSE
Person search,2018-12-28T23:10:00Z,2018-12-28,23:10:00,FALSE,NA,53.490728,-2.058169,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-29T00:30:00Z,2018-12-29,00:30:00,TRUE,NA,53.485065,-2.243249,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-29T02:10:00Z,2018-12-29,02:10:00,FALSE,NA,53.513533,-2.199002,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-29T07:02:00Z,2018-12-29,07:02:00,FALSE,NA,53.454765,-2.224854,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,TRUE,FALSE
Person search,2018-12-29T07:02:00Z,2018-12-29,07:02:00,FALSE,NA,53.454765,-2.224854,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-29T12:00:00Z,2018-12-29,12:00:00,FALSE,NA,53.456934,-2.228329,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-29T17:50:00Z,2018-12-29,17:50:00,FALSE,NA,53.412066,-2.212307,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-29T17:50:00Z,2018-12-29,17:50:00,FALSE,NA,53.564895,-2.020873,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-29T19:31:00Z,2018-12-29,19:31:00,FALSE,NA,53.513236,-2.098418,NA,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,NA,FALSE
Person search,2018-12-29T22:20:00Z,2018-12-29,22:20:00,FALSE,NA,53.362562,-2.271641,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-29T22:45:00Z,2018-12-29,22:45:00,FALSE,NA,53.497942,-2.07966,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-30T02:50:00Z,2018-12-30,02:50:00,FALSE,NA,53.489343,-2.320032,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-30T06:56:00Z,2018-12-30,06:56:00,FALSE,NA,53.566907,-2.680278,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Summons / charged by post,FALSE,FALSE
Person search,2018-12-30T17:25:00Z,2018-12-30,17:25:00,TRUE,NA,53.478118,-2.229347,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-12-31T02:15:00Z,2018-12-31,02:15:00,FALSE,NA,53.391658,-2.329027,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-31T02:15:00Z,2018-12-31,02:15:00,FALSE,NA,53.393211,-2.319701,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,TRUE,FALSE
Person search,2018-12-31T03:02:00Z,2018-12-31,03:02:00,FALSE,NA,53.551172,-2.28512,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,NA,FALSE
Person search,2018-12-31T03:02:00Z,2018-12-31,03:02:00,FALSE,NA,53.551172,-2.28512,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,NA,FALSE
Person search,2018-12-31T03:02:00Z,2018-12-31,03:02:00,FALSE,NA,53.551172,-2.28512,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,NA,FALSE
Person search,2018-12-31T14:42:00Z,2018-12-31,14:42:00,TRUE,NA,53.483637,-2.247098,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person and Vehicle search,2018-12-31T15:02:00Z,2018-12-31,15:02:00,FALSE,NA,53.376914,-2.329695,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person and Vehicle search,2018-12-31T15:02:00Z,2018-12-31,15:02:00,FALSE,NA,53.376914,-2.329695,NA,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-31T15:29:00Z,2018-12-31,15:29:00,FALSE,NA,53.60747,-2.163141,NA,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-31T15:29:00Z,2018-12-31,15:29:00,FALSE,NA,53.60747,-2.163141,NA,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-31T21:00:00Z,2018-12-31,21:00:00,FALSE,NA,53.406359,-2.166521,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-23T19:52:00Z,2018-12-23,19:52:00,TRUE,NA,53.478436,-2.241041,Male,18-24,White - Gypsy or Irish Traveller,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-08T06:10:00Z,2018-12-08,06:10:00,FALSE,NA,53.588009,-2.209926,Male,NA,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,FALSE,FALSE
Person search,2018-12-27T16:00:00Z,2018-12-27,16:00:00,FALSE,NA,53.483451,-2.241702,Male,under 10,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-31T14:58:00Z,2018-12-31,14:58:00,TRUE,NA,53.485065,-2.243249,Male,over 34,White - Irish,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Vehicle search,2018-12-02T12:20:00Z,2018-12-02,12:20:00,FALSE,NA,53.452404,-2.223712,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Vehicle search,2018-12-03T01:30:00Z,2018-12-03,01:30:00,FALSE,NA,53.519703,-2.092128,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
